row_id,tic_id,toi_id,Disposition,RA,Dec,Tmag,Epoc,Period,Duration,Transit Depth,Sectors,camera,ccd,star_rad,star_mass,teff,logg
14,220474209,?.03,IS,75.384904,-59.5128,10.28,1325.7253759999999,0.979719,2.17773,1128.3737529999999,1,4.0,1.0,0.93938226,1.05418,5909.0,4.33325
15,211412634,?.03,EB,321.91686,-31.795586,7.534,1327.764198,4.14412,3.93548,73598.281687,1,1.0,4.0,2.8321476,1.51595,6496.0,
16,211412634,?.02,IS,321.91686,-31.795586,7.534,1325.481311,0.37695100000000004,0.48192799999999997,2262.555124,1,1.0,4.0,2.8321476,1.51595,6496.0,
17,206609630,00212.02,IS,22.551,-59.5832,12.186,1325.754568,0.670778,4.305848999999999,2354.458447,1,3.0,1.0,0.301,0.294,3332.0,4.94964
18,167602738,?.02,EB,101.845414,-61.215029,9.755,1325.641592,0.353433,1.209325,429.32190099999997,1,4.0,3.0,1.5861982,1.48463,6538.39,4.20431
19,237332597,?.02,EB,346.82889700000004,-60.876357999999996,8.096,1326.133565,2.927439,3.84055,9413.634495,1,2.0,2.0,1.3653837,1.3599,6663.9,4.24137
20,150187916,?.04,IS,93.71412,-62.283981000000004,7.787000000000001,1326.254003,1.115713,1.3119100000000001,693.440495,1,4.0,4.0,1.584202,1.14189,6087.5,
21,234290432,?.02,IS,356.945618,-65.290262,10.405999999999999,1328.405663,22.835642,9.259228,3890.75916,1,3.0,1.0,0.6017568,,3836.76,
22,92349924,?.02,EB,313.659487,-32.123259999999995,10.787,1330.368099,12.140317999999999,4.5256989999999995,7986.736842,1,1.0,4.0,1.6182034,1.35197,6464.515,3.895
23,25078924,?.03,IS,60.930896999999995,-65.97285600000001,10.717,1326.7186,1.8252,1.418647,7507.582420999999,1,4.0,1.0,1.2431079,0.993562,5598.0,4.37659
24,309779232,?.01,IS,126.117139,-64.035545,11.215,1335.433242,14.477888,22.222001000000002,5869.327033,1,4.0,3.0,0.7740451,,4525.7974,
25,391746578,?.01,EB,82.765733,-67.355682,12.819,1325.535359,0.57465,2.0303459999999998,2462.600161,1,4.0,1.0,0.8131122,,5354.0,4.05871
26,280793949,?.02,EB,359.396151,-64.298242,5.002,1325.4857630000001,0.501635,1.010768,142.40570300000002,1,3.0,1.0,,2.22005,9046.0,
27,79403675,?.01,IS,320.208121,-53.034181000000004,7.992000000000001,1335.327005,12.816051,2.502382,1782.7418949999999,1,2.0,4.0,0.90076506,0.965401,5506.49,4.41
28,234290432,?.01,IS,356.945618,-65.290262,10.405999999999999,1329.397647,8.414247999999999,4.602346,1610.1458109999999,1,3.0,1.0,0.6017568,,3836.76,
29,278661431,?.01,PC,328.8156,-66.0907,12.436,1326.268557,17.674123,6.575945,10626.977573,1,2.0,1.0,0.313,0.308,3355.0,4.93589
30,197570458,?.02,EB,325.99416099999996,-38.017428,13.045,1330.003938,7.618314999999999,1.500401,16536.157839,1,1.0,1.0,,,3737.0,
31,206609630,00212.01,PC,22.551,-59.5832,12.186,1325.491483,0.33526500000000004,0.7075739999999999,18122.370556,1,3.0,1.0,0.301,0.294,3332.0,4.94964
32,219338901,?.02,EB,354.712852,-59.179302,15.058,1332.879551,11.769845,3.410332,47479.776273,1,2.0,2.0,0.5562172,0.650891,3757.58,4.59229
33,141186075,?.01,PC,81.329516,-75.69244499999999,6.6339999999999995,1329.2069800000002,20.53429,4.592707,159.579464,1,4.0,2.0,1.082273,1.21583,6125.25,
34,410214984,?.02,PC,354.91368900000003,-69.194337,8.607000000000001,1327.3223169999999,13.126325,3.2965379999999995,10591.755547,1,3.0,2.0,0.731089,0.701196,4471.0,4.55633
35,410214984,?.01,IS,354.91368900000003,-69.194337,8.607000000000001,1332.3097480000001,16.27541,3.314776,12132.761063,1,3.0,2.0,0.731089,0.701196,4471.0,4.55633
36,197596346,?.01,PC,327.075857,-37.553314,9.902000000000001,1330.76992,8.416159,4.838418,1608.8419900000001,1,1.0,2.0,0.7879897,0.861433,5303.6953,4.35
37,97402522,?.02,EB,332.517813,-32.21849,10.489,1325.447585,0.266822,1.524615,352.593841,1,1.0,2.0,3.3429065,0.805222,5456.5,4.50673
38,197977189,?.01,PC,348.909196,-49.909578,10.675999999999998,1327.392851,15.630251000000001,3.050307,1226.412755,1,2.0,3.0,0.95219254,0.978225,5530.3,4.45922
39,263074592,?.01,EB,16.409073,-80.061371,9.263,1329.3529019999999,8.070310000000001,4.2592870000000005,13954.758849000002,1,3.0,3.0,4.744507,0.7941,5126.855,2.89337
40,281582156,?.01,EB,115.928652,-61.121476,9.95,1332.1403810000002,13.136226,6.077718,4385.376178,1,4.0,3.0,0.94048345,0.769145,4956.9326,4.0801
41,25155310,00114.01,PC,63.37389,-69.226789,10.555,1327.5208910000001,3.288671,3.41776,7109.1532099999995,1,4.0,1.0,1.2847116,1.12,5493.5,4.28004
42,25375553,00143.01,PC,328.767654,-22.612566,9.772,1325.58249,2.310894,3.4223239999999997,6939.3539359999995,1,1.0,3.0,2.008065,1.27008,6369.82,3.94807
43,29344935,00109.01,PC,313.21547999999996,-25.687338,13.18,1326.1275289999999,2.766737,2.568721,15691.951167,1,1.0,4.0,1.0332054,0.97,5141.0,4.48823
44,29831208,00124.01,PC,66.58261800000001,-67.806508,11.04,1326.54449,1.8429060000000002,1.643399,2420.5434170000003,1,4.0,1.0,4.423789,0.850667,5100.0,4.48159
45,29430569,?.02,V,313.5976,-29.7937,13.59,1325.439112,0.346879,3.0126619999999997,6817.737759999999,1,1.0,4.0,0.179,0.146,3044.0,5.09707
46,29984014,?.01,V,72.732721,-69.431275,10.21,1326.1467519999999,1.085645,3.33486,636.405069,1,4.0,1.0,,1.21444,6309.0,4.26083
47,97409519,00113.01,PC,332.714323,-30.749674,12.142999999999999,1327.053085,3.3728769999999995,2.63426,17163.604187,1,1.0,2.0,1.0327021,1.07,6189.75,4.45061
48,126890217,?.01,IS,317.579189,-43.767515,10.703,1333.970779,11.075306,2.080996,1631.303458,1,1.0,1.0,0.897697,0.868066,5143.0,4.47072
49,139148528,?.01,PC,344.622649,-44.716905,10.226,1326.329129,8.280716,3.4622339999999996,636.193904,1,2.0,3.0,0.9352845,1.04436,5443.6,4.56733
50,139148616,?.01,V,344.492963,-45.158306,7.361000000000001,1325.394702,1.164671,3.5173940000000004,174.89165500000001,1,2.0,3.0,2.162037,1.45538,6911.84,
51,139198430,?.01,PC,345.631132,-46.085194,9.267000000000001,1333.091592,15.358448000000001,1.963987,3913.4188340000005,1,2.0,3.0,0.9418599,1.10064,6326.0,4.30752
52,139256217,?.01,EB,347.19029700000004,-46.110195000000004,10.985999999999999,1325.349211,2.199237,3.824894,18689.258348,1,2.0,3.0,1.8473725,1.21583,6009.35,4.26033
53,140068425,00140.01,PC,330.301574,-49.060026,9.806000000000001,1327.3993050000001,2.28139,0.859711,1077.390775,1,2.0,4.0,2.4189649,1.17852,6114.1504,4.27404
54,143822655,?.01,V,330.813766,-48.270179999999996,8.492,1326.344809,10.605228,1.975654,1085.74874,1,2.0,4.0,1.6280997,1.15796,6157.2,4.36791
55,143855290,?.01,EB,331.721108,-50.521167999999996,10.158999999999999,1329.6886140000001,7.637157000000001,5.3613669999999995,770.288798,1,2.0,4.0,0.60708946,0.843506,5125.43,4.48585
56,144065872,00105.01,PC,337.457199,-48.003087,9.48,1326.50599,2.184659,2.869426,11836.691223,1,2.0,3.0,1.2318656,1.11,5761.0,4.37759
57,144193715,?.01,PC,327.753509,-43.56234,10.296,1333.422339,9.155330000000001,2.53369,790.71982,1,1.0,1.0,0.8256796,0.832808,5144.815,4.47652
58,149102762,?.01,EB,80.436095,-65.775909,12.552999999999999,1325.827542,1.47596,3.607619,2856.928132,1,4.0,1.0,,,8868.667,
59,149346418,?.02,EB,83.406413,-62.489789,3.26,1325.397823,12.011107,5.0,104.404384,1,4.0,4.0,,,,
60,149603524,00102.01,PC,87.13995600000001,-63.988427,9.716000000000001,1326.0785560000002,4.4119980000000005,3.76528,14057.894765000001,1,4.0,4.0,1.2982651,1.25,6125.95,4.32092
61,150098860,00220.01,PC,91.79988399999999,-61.996896,9.656,1335.9030810000002,10.691896,2.178634,816.6442940000001,1,4.0,4.0,0.8540214,0.925376,5350.0,3.98846
62,150187916,?.03,IS,93.71412,-62.283981000000004,7.787000000000001,1328.664478,8.283935000000001,0.842792,1740.2127690000002,1,4.0,4.0,1.584202,1.14189,6087.5,
63,152283270,?.01,PC,329.231426,-35.35973,7.502999999999999,1336.362995,11.25259,9.210206,553.087146,1,1.0,2.0,,2.37089,9516.75,4.05828
64,31273263,?.01,IS,88.103635,-68.159538,10.751,1336.6616099999999,12.033322,18.184862,5614.640090999999,1,4.0,2.0,2.8272734,0.968501,5365.6665,4.12127
65,38815338,?.01,IS,67.9485,-63.022,13.357000000000001,1325.710928,14.642762,12.563305,4393.4729210000005,1,4.0,1.0,0.322,0.32,3373.0,4.92787
66,38820496,?.01,PC,7.195155000000001,-67.86239599999999,13.652999999999999,1325.6625099999999,0.655279,0.6872729999999999,15495.679527,1,3.0,1.0,,,2987.0,
67,38846515,00106.01,PC,68.95973199999999,-64.02704,10.307,1326.744466,2.849493,3.78965,7472.3051430000005,1,4.0,1.0,1.7620944,1.57,6692.9053,
68,50309953,?.01,EB,30.19722,-77.610241,9.782,1326.456649,3.522436,2.492297,678.746494,1,3.0,3.0,0.93108875,0.945734,5317.0,4.50343
69,52195943,?.01,PC,19.121205,-67.43106,6.542999999999999,1325.428494,0.7947390000000001,0.8708889999999999,195.652311,1,3.0,1.0,1.6470327,1.42618,6794.0,
70,52368076,00125.01,PC,23.594697,-66.67583,10.138,1327.432505,4.6539,2.948609,1050.78792,1,3.0,1.0,0.8984431,0.871105,5150.0,4.47072
71,52368076,00125.02,PC,23.594697,-66.67583,10.138,1334.456322,9.151371000000001,2.9127009999999998,949.03041,1,3.0,1.0,0.8984431,0.871105,5150.0,4.47072
72,53812109,?.01,PC,327.116127,-26.235375,8.082,1333.2609109999999,16.415881,1.5145950000000001,431.46682400000003,1,1.0,3.0,1.7159009,1.21955,6100.8667,
73,55652896,00216.01,PC,73.980231,-63.260063,11.504000000000001,1331.283764,11.178533999999999,5.517604,10914.288337,1,4.0,1.0,0.81407696,0.879349,4961.313,4.66348
74,61710094,?.01,PC,335.4723,-31.5229,10.995999999999999,1326.239251,1.8387790000000002,0.743243,1090.247261,1,1.0,2.0,0.321,0.318,3372.0,4.92785
75,62483237,00139.01,PC,336.402307,-34.909622999999996,9.295,1334.8963880000001,11.058421000000001,2.136519,1367.122742,1,1.0,2.0,0.66214985,0.6809,4492.68,4.53491
76,70440470,00126.01,PC,339.48933700000003,-35.153982,12.725,1326.731043,3.035381,2.8867220000000002,16740.836454,1,1.0,2.0,1.1056,1.02849,5879.25,4.35036
77,89020549,00132.01,PC,338.39942,-43.436628000000006,10.802999999999999,1326.903983,2.109307,2.0683279999999997,1379.431961,1,2.0,3.0,0.9380968,1.00836,5298.5,4.55383
78,89258104,?.01,IS,312.523945,-33.245456,9.417,1325.7881710000001,16.980673,5.582106,2315.728704,1,1.0,4.0,1.1146318,1.21491,6138.8677,4.40162
79,89358641,?.03,IS,319.094581,-30.284171,10.991,1325.80125,0.587213,0.841166,11479.289077,1,1.0,4.0,4.9861646,,5946.0,
80,91478103,?.01,PC,340.610542,-34.074872,9.14,1331.786095,19.620466,12.270457,4831.485202000001,1,1.0,2.0,3.3270068,0.704881,4834.1865,3.18461
81,92350801,?.01,IS,313.6885,-33.9584,12.432,1326.7567689999998,15.972671,1.8369419999999999,4740.821321,1,1.0,4.0,,0.324,3803.29,4.92521
82,92352620,00107.01,PC,313.783108,-34.135571999999996,9.639,1328.29934,3.950054,4.557506,12999.897181,1,1.0,4.0,1.6530132,1.45,6021.0,4.18077
83,92352621,?.01,EB,313.788158,-34.135521000000004,9.991,1328.2994429999999,3.950039,4.581526,14260.532866,1,1.0,4.0,1.4384753,1.24,5890.55,4.27118
84,92367963,?.01,IS,314.095075,-33.302949,8.915,1333.962927,8.683875,1.190823,587.507983,1,1.0,4.0,1.45444,1.27056,6981.4927,4.17
85,92444219,?.01,PC,314.4076,-34.2718,12.05,1326.1440630000002,8.180708000000001,5.398317,2970.703871,1,1.0,4.0,,0.299,3827.1602,4.9455
86,92451314,?.01,IS,314.623836,-31.705534000000004,7.959,1333.587426,8.760917999999998,4.510052,365.240778,1,1.0,4.0,1.5785931,1.58175,6698.9756,
87,167007869,?.01,V,94.804987,-67.59813,8.472999999999999,1325.375649,0.551321,0.9333110000000001,966.9192529999999,1,4.0,3.0,9.281808,0.78419,4889.95,2.38238
88,167415965,00214.01,PC,99.46065300000001,-70.93262800000001,7.965,1336.7062460000002,12.71221,4.87902,322.456098,1,4.0,2.0,0.76686364,0.981012,5442.0,4.50077
89,167602738,?.01,EB,101.845414,-61.215029,9.755,1325.455189,0.353601,0.8756430000000001,387.308721,1,4.0,3.0,1.5861982,1.48463,6538.39,4.20431
90,176957796,00137.01,PC,101.297297,-66.238034,10.642000000000001,1327.369003,4.819018,3.035372,1803.249732,1,4.0,3.0,0.7024824,0.782383,4626.875,4.56937
91,219335256,?.01,EB,354.040527,-55.82339,10.434000000000001,1325.4817,0.274167,0.9457049999999999,775.854893,1,2.0,2.0,0.81460154,0.861433,5171.473,4.53834
92,219338557,00133.01,PC,354.395739,-58.954636,9.883,1327.291396,8.1952,2.309555,946.435776,1,2.0,2.0,0.6307672,0.663462,4326.5767,4.55902
93,181043668,?.01,EB,13.217432999999998,-72.58205600000001,10.390999999999998,1325.4225880000001,1.042081,1.941807,388.08874,1,3.0,2.0,1.0809652,1.09991,5487.125,4.41361
94,197760286,?.01,PC,331.507301,-37.285162,9.574,1325.494615,0.601284,1.324925,2136.21925,1,1.0,2.0,1.6930815,1.15283,6088.267,4.53
95,201248411,00129.01,PC,0.187097,-54.83050600000001,9.82357,1326.10419,0.9809709999999999,0.76067,7050.947098999999,1,2.0,2.0,0.68779266,0.704097,4658.67,4.49914
96,206505336,?.01,IS,332.424436,-19.889275,8.87,1325.9951449999999,14.600101,6.084811,419.594058,1,1.0,3.0,0.99474597,1.06415,5854.7,4.05
97,207081058,00121.01,PC,331.867232,-41.815456,9.929,1336.139719,14.775056,5.449073,14107.169661000002,1,1.0,2.0,1.1456084,1.12718,6259.5864,4.3135
98,211376134,?.01,PC,320.741066,-32.488102000000005,10.134,1327.173264,7.069249,3.071686,973.4492619999999,1,1.0,4.0,1.1307042,1.17852,5938.6333,4.45041
99,211380233,?.01,EB,321.022,-30.6171,12.072000000000001,1329.804111,4.637339,3.065831,2959.665916,1,1.0,4.0,,0.37,3719.0,4.88921
100,212297095,?.02,IS,309.461461,-24.844992,10.112,1329.350486,13.523095999999999,1.428185,3249.1564940000003,1,1.0,4.0,1.2937309,0.947059,5628.0,4.195
101,235037759,?.01,EB,353.8331,-64.5562,13.107999999999999,1326.068883,6.240924,1.413129,64026.72739400001,1,3.0,1.0,0.349,0.353,3426.0,4.90055
102,235037761,00131.01,PC,353.826767,-64.561769,9.737,1326.0689519999999,6.240662,1.569129,9113.476719,1,3.0,1.0,0.8052601,0.653157,4205.4375,4.34197
103,237915523,?.01,IS,56.185547,-61.098292,8.949,1329.0642300000002,13.245841,5.797626,322.164168,1,4.0,1.0,1.1696501,1.0363,5853.0,4.21252
104,237915523,?.03,EB,56.185547,-61.098292,8.949,1332.618653,18.452771,9.0,407.48514,1,4.0,1.0,1.1696501,1.0363,5853.0,4.21252
105,238176110,00116.01,PC,357.84526,-70.152863,10.991,1326.689274,2.798594,2.366459,16879.449837,1,3.0,2.0,0.8437215,0.84,5041.4,4.49371
106,259864042,?.01,V,40.325365000000005,-68.923721,14.935,1325.7036640000001,0.460796,0.343304,111524.186504,1,3.0,4.0,,0.47,8868.667,5.59998
107,260043723,00217.01,PC,91.60860600000001,-58.953644,8.711,1327.063474,3.1385970000000003,5.417542,474.90621100000004,1,4.0,4.0,1.6017768,1.22608,6217.925,4.08153
108,260271203,00207.01,EB,94.218078,-58.22981600000001,13.42,1330.096281,5.6497720000000005,4.016741000000001,44040.855113,1,4.0,4.0,1.304297,1.09304,6068.3335,4.31132
109,260304277,?.01,EB,94.619668,-56.999973,7.775,1325.77874,0.5126470000000001,0.953702,209.94861699999998,1,4.0,4.0,,2.2452,8950.0,4.21249
110,212354618,?.01,IS,310.477662,-27.215965999999998,8.541,1329.545771,13.669579,1.16698,594.154587,1,1.0,4.0,1.1442091,1.08126,5587.4336,4.37538
111,214299966,?.03,PC,339.168005,-36.944102,10.415999999999999,1325.498047,3.06757,1.843319,1284.4755109999999,1,1.0,2.0,1.5562123,1.10434,6110.85,4.30571
112,214517366,?.01,PC,340.440272,-38.483191,10.4,1330.961811,20.961624,4.0500940000000005,37177.468378,1,1.0,2.0,0.77548945,0.718781,4708.33,4.47891
113,220401282,?.01,IS,69.413169,-58.897808,11.147,1327.202425,14.012920999999999,15.322410999999999,903.909267,1,4.0,1.0,0.7714689,0.970538,5851.3335,4.45128
114,220453894,?.01,V,74.10582099999999,-59.063156000000006,9.629,1325.434511,0.232383,0.452402,280.10085899999996,1,4.0,1.0,2.008877,1.59165,7183.55,4.14618
115,229034814,?.01,IS,329.64685499999996,-35.182732,8.927999999999999,1334.434622,12.100651,4.14277,2866.769802,1,1.0,2.0,1.5879347,1.41857,6723.0977,4.19886
116,231631019,?.01,IS,317.605612,-54.573747,6.939,1331.3637099999999,12.221950999999999,2.431412,854.820181,1,2.0,4.0,1.10843,0.943344,5570.0,
117,231663901,00101.01,PC,318.736981,-55.87178,12.352,1326.008874,1.430401,1.6387650000000002,20452.531683,1,2.0,4.0,0.87444013,0.83,5790.0,4.48851
118,231670397,00104.01,PC,319.949611,-58.148876,9.847999999999999,1327.673462,4.087445,5.59014,3586.196984,1,2.0,4.0,2.313945,1.34,5922.3,3.93359
119,231692694,?.01,IS,321.472391,-55.515842000000006,15.934000000000001,1326.624963,13.742034,17.194866,43706.39933,1,2.0,4.0,,,,
120,231702397,00122.01,PC,332.94699999999995,-58.9451,13.048,1329.121491,5.0776769999999996,1.155359,6501.890778,1,2.0,1.0,0.294,0.286,3318.0,4.9581
121,231907973,?.01,IS,6.311069,-61.513422,9.717,1328.782588,21.352453,12.959029,3532.767793,1,3.0,1.0,0.7042167,0.627384,4077.0,
122,234520293,?.01,EB,14.887782999999999,-61.973057,10.886,1325.513556,0.376301,0.9441209999999999,530.21723,1,3.0,1.0,0.75053424,0.886562,5223.75,4.56412
123,234523599,00127.01,PC,15.551098999999999,-61.756001,14.097000000000001,1325.6502619999999,3.79561,2.0557060000000003,55316.340079999994,1,3.0,1.0,0.52097434,,3316.0,
124,234994474,00134.01,PC,350.0313,-60.0652,9.169,1326.033176,1.401461,1.264937,565.503282,1,2.0,2.0,0.7027539,0.621,3661.79,4.67812
125,260419922,?.01,IS,95.934463,-58.257957999999995,11.209000000000001,1330.763249,16.026010999999997,11.321011,1105.613974,1,4.0,4.0,3.7970939,0.817577,5189.14,4.5003
126,260609205,00219.01,EB,97.453901,-57.254837,12.63,1328.7554890000001,4.4614400000000005,5.3157309999999995,21779.721508000002,1,4.0,4.0,2.0330584,1.26198,6258.4155,4.24472
127,260756218,?.01,PC,347.269443,-67.643372,12.61,1325.390671,1.9554220000000002,2.293614,26750.503984,1,3.0,2.0,0.8754735,0.970303,5812.5,4.39493
128,260820871,?.01,EB,348.054692,-70.113213,9.045,1325.74066,0.673319,2.0585150000000003,427.196698,1,3.0,2.0,,,9438.0,
129,260889990,?.02,IS,350.1961,-67.3892,11.378,1328.078666,12.748044,2.787897,12747.806567,1,3.0,2.0,0.307,0.301,3344.0,4.94272
130,261089844,?.01,V,81.5581,-83.6062,10.558,1325.5370779999998,0.26905,0.554201,420.51437699999997,1,3.0,3.0,0.6944873,0.532,4942.953,4.77513
131,261136679,00144.01,PC,84.291198,-80.469143,5.0969999999999995,1325.503694,6.266571,3.0931610000000003,248.742811,1,4.0,2.0,1.1744143,1.1,5960.5,
132,263003176,00130.01,PC,12.541184,-83.743964,7.426,1336.559583,14.339928,4.653356,411.321986,1,3.0,3.0,1.2022446,1.12162,6134.5,
133,300013489,?.01,PC,107.00906200000001,-67.663764,13.085,1326.353756,5.214924,3.4185309999999998,6220.00011,1,4.0,3.0,,,3225.0,
134,300293197,00211.01,PC,110.279641,-68.578384,9.448,1329.253837,6.564344,1.764676,2103.809054,1,4.0,3.0,,0.966338,5785.25,4.35182
135,300382665,?.01,IS,111.446968,-68.300865,9.897,1330.283624,11.847771,3.04299,2055.7156210000003,1,4.0,3.0,1.1423765,1.17409,6113.0,4.38326
136,266980320,00118.01,PC,349.556843,-56.903884999999995,9.154,1329.199631,6.036061,2.123832,1704.034261,1,2.0,2.0,1.0691907,0.986552,5493.5,4.36763
137,267263253,00135.01,PC,7.328937,-76.304075,9.213,1325.783759,4.126904,4.492686,10068.554367,1,3.0,2.0,1.5658388,1.49697,6698.23,4.23416
138,270356871,?.01,IS,335.17132000000004,-28.23253,8.535,1333.944068,14.381932999999998,1.572618,6130.300379,1,1.0,3.0,1.8885579,1.06853,5863.367,3.90478
139,271975726,?.01,IS,114.17136,-74.701911,12.972000000000001,1332.690522,14.020798000000001,3.07272,23348.331635,1,4.0,2.0,,,3100.0,
140,277103955,?.01,PC,84.25437,-66.791439,9.225,1326.411911,1.308163,4.4869650000000005,204.52488799999998,1,4.0,1.0,0.7312711,0.813261,4779.75,4.57337
141,277683130,00138.01,PC,328.926194,-61.673286,9.533999999999999,1328.0586349999999,6.198041,2.1767819999999998,3722.005937,1,2.0,1.0,1.915443,1.02088,5492.0,4.35582
142,278683844,00119.01,PC,99.237983,-58.015237,9.234,1327.61302,5.541318,2.793988,631.258,1,4.0,4.0,0.83115226,0.919961,5105.5,4.56429
143,278866211,00189.01,PC,100.807855,-55.24454,10.218,1327.357538,2.194179,2.0106330000000003,5606.011106,1,4.0,4.0,1.0485568,1.12758,6073.75,4.39416
144,278956474,?.03,EB,101.42183299999999,-57.138103,12.887,1330.68183,5.495280999999999,5.457491,8529.474741,1,4.0,4.0,1.6468898,1.01778,5796.0,4.3581
145,279741379,00186.01,PC,51.746759999999995,-63.499154000000004,6.953410000000001,1326.672942,23.639322,3.19017,912.257161,1,3.0,4.0,0.7057939,0.71646,4628.4727,4.32239
146,280793949,?.01,EB,359.396151,-64.298242,5.002,1325.736209,0.5016229999999999,1.6434119999999999,109.01731200000002,1,3.0,1.0,,2.22005,9046.0,
147,280830734,00188.01,PC,44.555164000000005,-70.760917,9.426,1325.773936,1.162272,0.515566,443.494239,1,3.0,4.0,1.6961426,1.19289,6227.0854,4.18
148,281459670,00110.01,PC,5.618692,-59.942551,11.632,1328.040534,3.174347,2.775616,16312.476619,1,3.0,1.0,1.10154,1.09,5872.3335,4.42524
149,281541555,00115.01,PC,6.702439,-56.316124,12.98,1329.8986220000002,4.744847,2.495412,12472.341524,1,2.0,2.0,0.8959407,0.932114,5432.0,4.42476
150,349790953,?.01,EB,113.454821,-61.292480000000005,10.237,1325.933568,1.5523040000000001,3.261377,6142.242576,1,4.0,3.0,11.631673,0.82792,4732.655,2.36
151,349832824,?.03,IS,113.647604,-64.94471,10.228,1325.400891,0.346968,1.03306,1169.63625,1,4.0,3.0,,1.00182,6013.0,4.39632
152,350431335,?.01,EB,85.010164,-56.898514,8.927,1325.504409,0.5750390000000001,2.115327,162.080429,1,4.0,4.0,2.3134992,1.04606,5682.1,3.71079
153,350445771,?.01,PC,85.46744,-56.74051600000001,10.998,1326.795784,3.1920830000000002,1.885255,3502.853829,1,4.0,4.0,1.7177072,1.59422,6818.6665,4.26363
154,287328866,?.01,PC,109.764701,-58.84502,12.318,1325.709762,1.038419,2.384673,19657.305963,1,4.0,3.0,2.0264266,1.05506,5950.65,4.33269
155,289793076,00108.01,PC,316.96146600000003,-26.09666,13.095999999999998,1328.0848640000002,3.0438389999999997,2.660993,24143.222237,1,1.0,4.0,0.8106111,0.96,5328.6665,4.52192
156,290131778,00123.01,PC,319.6994,-26.616077,8.802999999999999,1325.375658,3.308754,5.634728,3177.131896,1,1.0,4.0,1.31887,1.18477,6188.0,4.27166
157,293482088,?.01,IS,350.468817,-69.703293,9.214,1329.931554,19.017139,1.544055,1473.807429,1,3.0,2.0,0.9642521,0.988307,5619.5,4.47949
158,300560295,?.01,EB,112.915881,-68.133224,10.725999999999999,1325.617573,10.294122,2.341284,23842.458987,1,4.0,3.0,1.3066081,0.93587,5632.0,4.36417
159,300579472,?.01,PC,321.10728,-29.247365000000002,8.94,1332.285654,12.755980000000001,3.750899,698.948899,1,1.0,4.0,0.919202,0.999813,5284.55,4.55041
160,303051566,?.01,IS,322.99109599999997,-28.337970000000002,8.648,1328.57396,15.536719,1.612982,563.683676,1,1.0,3.0,1.6607728,1.20246,6254.9375,4.11755
161,304100538,?.01,PC,27.699811999999998,-75.848748,9.505,1325.655076,5.013113,1.866522,498.694575,1,3.0,3.0,0.9157117,0.977717,5482.3667,4.46214
162,306742226,?.01,EB,121.216811,-70.061249,10.044,1325.737832,0.6779890000000001,1.88037,256.168665,1,4.0,3.0,1.6498836,1.10212,6061.3335,4.30679
